antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'red retrospot charlotte bag', 'strawberry charlotte bag'})","frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot'})",0.027726325538319056,0.02257467006251447,0.01389210465385506,0.5010438413361169,22.19495744339168,1.0,0.013266192002781637,1.958940305606927,0.9821768768232423,0.3815580286168522,0.4895199220018214,0.5582142283603662
"frozenset({'strawberry charlotte bag', 'charlotte bag pink polkadot'})","frozenset({'red retrospot charlotte bag', 'woodland charlotte bag'})",0.02170641352164853,0.028999768464922436,0.01389210465385506,0.64,22.069141716566868,1.0,0.01326262368752339,2.6972228653752155,0.9758705106206733,0.3773584905660377,0.6292482861400894,0.5595209580838323
"frozenset({'woodland charlotte bag', 'charlotte bag pink polkadot'})","frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})",0.02257467006251447,0.0290576522343135,0.014413058578374624,0.6384615384615384,21.97223414036163,1.0,0.01375709166639371,2.685585217224239,0.9765329231173182,0.3872472783825816,0.6276416798892058,0.5672387373582592
"frozenset({'strawberry charlotte bag', 'woodland charlotte bag'})","frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})",0.023327159064598285,0.0290576522343135,0.014876128733503125,0.6377171215880894,21.946615523019585,1.0,0.014198296257789515,2.6800668914354224,0.9772309085890221,0.39660493827160487,0.6268749846521898,0.5748346564115745
"frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})","frozenset({'strawberry charlotte bag', 'woodland charlotte bag'})",0.0290576522343135,0.023327159064598285,0.014876128733503125,0.5119521912350598,21.946615523019585,1.0,0.014198296257789515,2.0011827189778435,0.9829985167892314,0.39660493827160487,0.5002955049947782,0.5748346564115745
"frozenset({'suki  shoulder bag', 'jumbo bag red retrospot'})",frozenset({'dotcom postage'}),0.01626533919888863,0.0408659411900903,0.014413058578374624,0.8861209964412812,21.683606706118375,1.0,0.013748360183235971,8.422395953924521,0.969653961536053,0.33739837398373984,0.8812689399227263,0.6194061072857964
"frozenset({'suki  shoulder bag', 'jumbo shopper vintage red paisley'})",frozenset({'dotcom postage'}),0.011634637647603611,0.0408659411900903,0.01030331095160917,0.8855721393034827,21.6701760320212,1.0,0.00982785053373419,8.38199764438226,0.9650820076661129,0.2441700960219479,0.8806966975622792,0.568848392597917
"frozenset({'red retrospot charlotte bag', 'woodland charlotte bag'})","frozenset({'charlotte bag suki design', 'strawberry charlotte bag'})",0.028999768464922436,0.023674461680944663,0.014876128733503125,0.5129740518962076,21.66782327765008,1.0,0.014189574826224051,2.0046684208928145,0.9823361380598097,0.3935681470137825,0.5011643872982084,0.5706679550434584
"frozenset({'charlotte bag suki design', 'strawberry charlotte bag'})","frozenset({'red retrospot charlotte bag', 'woodland charlotte bag'})",0.023674461680944663,0.028999768464922436,0.014876128733503125,0.628361858190709,21.667823277650076,1.0,0.014189574826224051,2.6127572019595173,0.9769780468342507,0.3935681470137825,0.6172625610791469,0.5706679550434584
"frozenset({'recycling bag retrospot', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.011345218800648298,0.0408659411900903,0.010013892104653855,0.8826530612244898,21.598745447187373,1.0,0.009550259060357854,8.173490240293146,0.9646451246091158,0.2373113854595336,0.8776532459694801,0.5638477770711684
"frozenset({'red retrospot charlotte bag', 'strawberry charlotte bag'})","frozenset({'charlotte bag suki design', 'charlotte bag pink polkadot'})",0.027726325538319056,0.023558694142162537,0.014065755962028248,0.5073068893528184,21.53374403061251,1.0,0.013412559938984958,1.9818448538385771,0.9807539608165382,0.3779160186625195,0.49541963486035273,0.5521792432022077
"frozenset({'charlotte bag suki design', 'charlotte bag pink polkadot'})","frozenset({'red retrospot charlotte bag', 'strawberry charlotte bag'})",0.023558694142162537,0.027726325538319056,0.014065755962028248,0.597051597051597,21.533744030612507,1.0,0.013412559938984958,2.4128986921091715,0.9765679222144401,0.3779160186625195,0.5855607186201935,0.5521792432022077
"frozenset({'white hanging heart tlight holder', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.011460986339430424,0.0408659411900903,0.010071775874044918,0.8787878787878788,21.504163447506222,1.0,0.009603411880317325,7.912855985181754,0.9645520956584593,0.2383561643835616,0.873623379235932,0.5626234011503133
"frozenset({'jam making set printed', 'recycling bag retrospot'})",frozenset({'dotcom postage'}),0.011403102570039361,0.0408659411900903,0.010013892104653855,0.8781725888324873,21.489107145425,1.0,0.00954789358564206,7.872892066064673,0.9644626619514145,0.236986301369863,0.8729818735467743,0.5616075408751672
"frozenset({'suki  shoulder bag', 'jumbo storage bag suki'})",frozenset({'dotcom postage'}),0.013544802037508682,0.0408659411900903,0.011692521416994674,0.8632478632478633,21.12389530519842,1.0,0.01113900033349843,7.013667805047467,0.9657410172422007,0.27371273712737126,0.8574212483687439,0.5746834217089174
"frozenset({'charlotte bag suki design', 'charlotte bag pink polkadot'})","frozenset({'red retrospot charlotte bag', 'woodland charlotte bag'})",0.023558694142162537,0.028999768464922436,0.014413058578374624,0.6117936117936118,21.09649987494299,1.0,0.013729861902915986,2.5012474318656746,0.9755822150419212,0.37784522003034904,0.600199489558655,0.554399799908782
"frozenset({'jumbo shopper vintage red paisley', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.012097707802732114,0.0408659411900903,0.01030331095160917,0.8516746411483254,20.840695609742873,1.0,0.009808926736007823,6.466419944879713,0.9636752178953669,0.24151967435549526,0.8453549245913379,0.5518996435203383
"frozenset({'jumbo bag red retrospot', 'jumbo bag toys'})","frozenset({'jumbo bag pink polkadot', 'jumbo bag woodland animals'})",0.01979624913174346,0.02465848576059273,0.01012965964343598,0.5116959064327485,20.751310984817287,1.0,0.009641514116107738,1.9974059752687263,0.9710330864364171,0.29510961214165266,0.4993506516042827,0.46124701424923814
"frozenset({'jumbo bag red retrospot', 'green regency teacup and saucer'})",frozenset({'dotcom postage'}),0.015512850196804815,0.0408659411900903,0.01308173188238018,0.8432835820895522,20.635364255211194,1.0,0.012447784658546873,6.120188756215613,0.9665331879219774,0.30213903743315507,0.8366063466613822,0.5816984482685721
"frozenset({'charlotte bag suki design', 'woodland charlotte bag'})","frozenset({'red retrospot charlotte bag', 'strawberry charlotte bag'})",0.026105579995369298,0.027726325538319056,0.014876128733503125,0.5698447893569845,20.552481379814747,1.0,0.014152316924184886,2.2602857071248352,0.9768451847526322,0.38187221396731047,0.557578054469921,0.5531896180605381
"frozenset({'red retrospot charlotte bag', 'strawberry charlotte bag'})","frozenset({'charlotte bag suki design', 'woodland charlotte bag'})",0.027726325538319056,0.026105579995369298,0.014876128733503125,0.5365344467640918,20.552481379814743,1.0,0.014152316924184886,2.101330753073054,0.9784735508402117,0.38187221396731047,0.5241110907754205,0.5531896180605381
"frozenset({'jam making set printed', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.011924056494558926,0.0408659411900903,0.010013892104653855,0.8398058252427184,20.550262658488954,1.0,0.009526604313199896,5.987321700449738,0.9628195360145745,0.2341001353179973,0.8329804126067111,0.5424241590802827
"frozenset({'jumbo storage bag suki', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.012560777957860616,0.0408659411900903,0.01053484602917342,0.8387096774193548,20.52343964178013,1.0,0.010021538015845705,5.946631164621437,0.9633759756861932,0.2456140350877193,0.8318375610800708,0.5482500228456547
"frozenset({'hand warmer owl design', 'hand warmer bird design'})",frozenset({'hand warmer scotty dog design'}),0.0177124334336652,0.031257235471173886,0.011345218800648298,0.6405228758169934,20.491987412248847,1.0,0.010791577098044732,2.6948662358710975,0.9683523144083798,0.30153846153846153,0.6289240680338419,0.5017429193899782
"frozenset({'jumbo bag toys', 'jumbo bag pink polkadot'})","frozenset({'jumbo bag red retrospot', 'jumbo bag woodland animals'})",0.01620745542949757,0.03079416531604538,0.01012965964343598,0.625,20.29605263157895,1.0,0.009630564581587595,2.5845488924905458,0.9663920922570016,0.27472527472527475,0.6130852842809364,0.4769736842105263
"frozenset({'strawberry charlotte bag', 'lunch bag red retrospot'})","frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})",0.01713359573975457,0.0290576522343135,0.010071775874044918,0.5878378378378379,20.230052761925275,1.0,0.009573913807515815,2.355728974906912,0.9671391630450971,0.27884615384615385,0.5755029501899659,0.46722569182728546
"frozenset({'charlotte bag pink polkadot', 'lunch bag red retrospot'})","frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})",0.017538782125492012,0.0290576522343135,0.010245427182218107,0.5841584158415842,20.103427872667748,1.0,0.009735791350602166,2.3348851696270088,0.9672211198843227,0.2818471337579618,0.5717134131441045,0.4683740286379236
"frozenset({'jumbo bag red retrospot', 'jumbo bag toys'})","frozenset({'jumbo storage bag suki', 'jumbo bag woodland animals'})",0.01979624913174346,0.025874044917805046,0.010187543412827044,0.5146198830409358,19.889425278333796,1.0,0.009675334373588255,2.006934196615125,0.968902664891504,0.2871125611745514,0.5017275595350411,0.45417795046901377
"frozenset({'strawberry charlotte bag', 'woodland charlotte bag'})","frozenset({'red retrospot charlotte bag', 'charlotte bag pink polkadot'})",0.023327159064598285,0.029983792544570502,0.01389210465385506,0.5955334987593053,19.861846958621154,1.0,0.013192667955807947,2.398260930089191,0.9723340050178787,0.35242290748898686,0.5830311925388326,0.5294269810398843
"frozenset({'woodland charlotte bag', 'lunch bag red retrospot'})","frozenset({'charlotte bag suki design', 'red retrospot charlotte bag'})",0.017770317203056264,0.0290576522343135,0.010245427182218107,0.5765472312703583,19.841493959017352,1.0,0.00972906348483826,2.2929176981851214,0.9667805666231509,0.2800632911392405,0.5638744466094379,0.46456843635231065
"frozenset({'jumbo bag vintage leaf', 'jumbo bag apples'})",frozenset({'jumbo bag pears'}),0.020490854364436213,0.03374623755498958,0.01371845334568187,0.6694915254237288,19.838997586998865,1.0,0.01302696410659491,2.923537024833621,0.9694592762922657,0.3385714285714286,0.6579485768418103,0.538004767857662
"frozenset({'charlotte bag suki design', 'strawberry charlotte bag'})","frozenset({'red retrospot charlotte bag', 'charlotte bag pink polkadot'})",0.023674461680944663,0.029983792544570502,0.014065755962028248,0.5941320293398533,19.815106059604837,1.0,0.013355905814382419,2.3899796918630765,0.9725582449573411,0.3552631578947369,0.5815864028449281,0.5316219992259112
frozenset({'christmas craft tree top angel'}),frozenset({'christmas craft little friends'}),0.025642509840240798,0.03079416531604538,0.015628617735586943,0.6094808126410836,19.792087442081503,1.0,0.014838978048448248,2.481839218294751,0.9744624205979876,0.3829787234042554,0.597073012373827,0.5584998048167824
frozenset({'christmas craft little friends'}),frozenset({'christmas craft tree top angel'}),0.03079416531604538,0.025642509840240798,0.015628617735586943,0.5075187969924813,19.792087442081503,1.0,0.014838978048448248,1.9784663540648548,0.9796420165985383,0.3829787234042554,0.49455799541627193,0.5584998048167824
"frozenset({'jumbo shopper vintage red paisley', 'dotcom postage'})","frozenset({'jumbo storage bag suki', 'jumbo bag woodland animals'})",0.020953924519564713,0.025874044917805046,0.010708497337346608,0.5110497237569062,19.75144301481949,1.0,0.010166334553123095,1.9922802019195176,0.9696895902642623,0.296474358974359,0.49806257220418987,0.4624599849209587
"frozenset({'red retrospot charlotte bag', 'lunch bag apple design'})",frozenset({'charlotte bag apples design'}),0.015570733966195878,0.03316739986107895,0.010187543412827044,0.654275092936803,19.72645114411206,1.0,0.009671102653239741,2.7965373057781693,0.9643218434120711,0.2642642642642643,0.6424149257963365,0.4807152078994661
"frozenset({'jumbo shopper vintage red paisley', 'jumbo bag red retrospot', 'jumbo bag woodland animals'})","frozenset({'jumbo storage bag suki', 'jumbo bag pink polkadot'})",0.01713359573975457,0.029636489928224125,0.010013892104653855,0.5844594594594595,19.720940667229733,1.0,0.009506112467078356,2.335183731554843,0.9658408055720094,0.2724409448818898,0.5717681711776201,0.46117504222972977
"frozenset({'jumbo bag red retrospot', 'jumbo storage bag suki', 'jumbo bag woodland animals'})","frozenset({'jumbo shopper vintage red paisley', 'jumbo bag pink polkadot'})",0.018870108821486455,0.02691595276684418,0.010013892104653855,0.5306748466257669,19.715997097433867,1.0,0.009505985146909516,2.0733686235163975,0.9675372994356062,0.2799352750809061,0.5176930968001159,0.45135892868922756
"frozenset({'red retrospot charlotte bag', 'woodland charlotte bag', 'charlotte bag pink polkadot', 'charlotte bag suki design'})",frozenset({'strawberry charlotte bag'}),0.014413058578374624,0.04115536003704561,0.011692521416994674,0.8112449799196787,19.711769723055372,1.0,0.011099346801966638,5.079836496825013,0.9631508373131317,0.26649076517150394,0.8031432703345831,0.5476759358107536
"frozenset({'dotcom postage', 'jumbo bag pink polkadot'})","frozenset({'jumbo storage bag suki', 'jumbo bag woodland animals'})",0.01985413290113452,0.025874044917805046,0.010071775874044918,0.5072886297376094,19.606081358717987,1.0,0.009558069147556893,1.977072204693449,0.9682185571125145,0.28246753246753253,0.49420157866462294,0.4482751873520262
"frozenset({'jumbo bag red retrospot', 'red toadstool led night light'})",frozenset({'dotcom postage'}),0.016959944431581383,0.0408659411900903,0.013429034498726558,0.7918088737201366,19.37576501754827,1.0,0.012735950406998353,4.606988184119733,0.9647512624186051,0.3024771838331161,0.7829384491484056,0.560210385868567
"frozenset({'roses regency teacup and saucer', 'jumbo bag red retrospot'})",frozenset({'dotcom postage'}),0.014702477425329938,0.0408659411900903,0.011634637647603611,0.7913385826771653,19.36425687582253,1.0,0.011033807069791448,4.596604734673905,0.9625097401022149,0.26482213438735175,0.7824481203579183,0.538020566126118
"frozenset({'jumbo bag toys', 'jumbo storage bag suki'})","frozenset({'jumbo bag red retrospot', 'jumbo bag woodland animals'})",0.017191479509145634,0.03079416531604538,0.010187543412827044,0.5925925925925927,19.24366471734893,1.0,0.009658146150795006,2.3789597760424344,0.9646180576005654,0.26952526799387444,0.5796482100829927,0.46170983013088285
"frozenset({'jam making set printed', 'green regency teacup and saucer'})",frozenset({'dotcom postage'}),0.01435517480898356,0.0408659411900903,0.01117156749247511,0.7782258064516129,19.043383898382526,1.0,0.010584929762957721,4.324822665179228,0.9612877783741742,0.2536136662286465,0.7687766464850974,0.5257984556337385
"frozenset({'red toadstool led night light', 'jumbo bag woodland animals'})",frozenset({'dotcom postage'}),0.013023848112989117,0.0408659411900903,0.010071775874044918,0.7733333333333333,18.923663833805474,1.0,0.009539544062990835,4.231473788867248,0.9596545050447036,0.2298546895640687,0.7636757191711929,0.5098961284230406
"frozenset({'dotcom postage', 'red toadstool led night light'})",frozenset({'suki  shoulder bag'}),0.018059736050011578,0.030446862699699005,0.010361194721000232,0.5737179487179487,18.843253387930194,1.0,0.009811332417092726,2.2744404423886757,0.9643464503865563,0.27162367223065254,0.5603314198239571,0.4570110656137272
"frozenset({'jumbo bag red retrospot', 'bathroom metal sign'})",frozenset({'dotcom postage'}),0.014065755962028248,0.0408659411900903,0.010824264876128734,0.7695473251028806,18.831019247135078,1.0,0.010249454520190325,4.161956719478714,0.9604049515708889,0.24540682414698162,0.759728400028809,0.5172099231746697
"frozenset({'hand warmer scotty dog design', 'hand warmer owl design'})",frozenset({'hand warmer bird design'}),0.019043760129659644,0.03172030562630238,0.011345218800648298,0.5957446808510638,18.781177201428793,1.0,0.010741144909061503,2.3952181913454624,0.9651350007165196,0.2878120411160059,0.5825015008598146,0.4767044572138531
"frozenset({'charlotte bag suki design', 'woodland charlotte bag', 'red retrospot charlotte bag'})",frozenset({'strawberry charlotte bag'}),0.019275295207223896,0.04115536003704561,0.014876128733503125,0.7717717717717717,18.752642938296944,1.0,0.014082847019429487,4.201253488258733,0.9652802449779544,0.326556543837357,0.7619758001285317,0.566617250161554
"frozenset({'hand warmer scotty dog design', 'hand warmer bird design'})",frozenset({'hand warmer owl design'}),0.016323222968279694,0.03716137994906228,0.011345218800648298,0.6950354609929078,18.703166081173638,1.0,0.010738625309930796,3.15721500993447,0.9622399742526173,0.2692307692307693,0.6832651571548319,0.5001657055743356
"frozenset({'jumbo shopper vintage red paisley', 'recycling bag retrospot'})",frozenset({'dotcom postage'}),0.014876128733503125,0.0408659411900903,0.011287335031257235,0.7587548638132297,18.566924967758293,1.0,0.010679408029297684,3.9757653728088203,0.9604282393282921,0.25390624999999994,0.7484761030318259,0.5174794149094477
